energy,tempo,instrumentalness,acousticness,danceability,valence,label
0.774,128.024,1.8e-05,0.0465,0.795,0.628,Kinetik
0.823,122.041,0.0,0.0772,0.687,0.82,Kinetik
0.777,127.971,1.68e-05,0.0207,0.781,0.505,Kinetik
0.933,127.969,0.0,0.0748,0.783,0.888,Kinetik
0.942,138.01,0.0,0.0556,0.688,0.811,Kinetik
0.853,129.953,0.0,0.011,0.654,0.551,Kinetik
0.994,139.931,0.00075,0.000933,0.755,0.744,Kinetik
0.91,130.019,0.0,0.0395,0.706,0.741,Kinetik
0.835,125.021,6.27e-06,0.163,0.761,0.501,Kinetik
0.898,131.023,0.0,0.00179,0.696,0.593,Kinetik
0.995,130.99,0.0,0.0196,0.737,0.73,Kinetik
0.962,133.0,0.0,0.0063,0.687,0.354,Kinetik
0.9,120.028,1.63e-05,0.169,0.671,0.968,Kinetik
0.815,127.997,1.01e-05,0.122,0.727,0.906,Kinetik
0.919,127.042,0.0,0.0042,0.735,0.856,Kinetik
0.95,135.034,0.0,0.0229,0.828,0.679,Kinetik
0.952,132.006,0.0,0.0615,0.689,0.818,Kinetik
0.81,125.957,0.0,0.0417,0.707,0.442,Kinetik
0.91,127.988,0.0,0.151,0.752,0.816,Kinetik
0.967,130.057,0.0,0.0509,0.674,0.781,Kinetik
0.996,135.044,0.0,0.0168,0.675,0.916,Kinetik
0.92,129.818,0.0,0.0039,0.654,0.578,Kinetik
0.905,131.003,0.00385,0.041,0.856,0.805,Kinetik
0.935,132.982,0.000518,0.000573,0.722,0.867,Kinetik
0.892,113.0,0.0,0.0335,0.726,0.827,Kinetik
0.966,135.977,0.0,0.0707,0.765,0.906,Kinetik
0.937,132.033,0.0,0.145,0.652,0.43,Kinetik
0.992,130.05,0.0,0.149,0.753,0.832,Kinetik
0.998,138.009,0.0,0.0152,0.721,0.832,Kinetik
0.811,131.934,0.0,0.096,0.781,0.785,Kinetik
0.965,131.952,0.0,0.0553,0.653,0.582,Kinetik
0.97,137.988,0.0,0.000618,0.818,0.846,Kinetik
0.911,110.01,0.0,0.00829,0.659,0.736,Kinetik
0.948,132.046,0.0,0.00517,0.653,0.869,Kinetik
0.915,130.032,0.0,0.00836,0.651,0.509,Kinetik
0.826,135.059,6.73e-06,0.00629,0.761,0.835,Kinetik
0.921,125.015,0.0028,0.00574,0.729,0.672,Kinetik
0.951,130.0,1.3e-06,0.0206,0.685,0.842,Kinetik
0.92,136.03,0.0,0.121,0.667,0.561,Kinetik
0.947,127.951,4.05e-06,0.0348,0.766,0.765,Kinetik
0.88,132.031,3.85e-06,0.00279,0.692,0.563,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.944,128.993,0.0,0.0755,0.701,0.792,Kinetik
0.782,126.036,0.000206,0.0956,0.672,0.513,Kinetik
0.772,126.018,0.000346,0.0748,0.659,0.484,Kinetik
0.77,125.99,5.38e-06,0.0764,0.727,0.542,Kinetik
0.844,131.459,2.87e-06,0.149,0.729,0.777,Kinetik
0.842,125.972,1.79e-06,0.0506,0.692,0.777,Kinetik
0.769,126.042,0.000169,0.0854,0.665,0.495,Kinetik
0.931,120.025,0.0,0.171,0.715,0.742,Kinetik
0.913,108.024,0.0,0.0182,0.709,0.519,Kinetik
0.935,120.022,0.0,0.167,0.719,0.738,Kinetik
0.877,121.921,0.0,0.00191,0.655,0.628,Kinetik
0.84,115.0,0.0,0.0107,0.69,0.701,Kinetik
0.972,123.978,1.71e-05,0.0116,0.663,0.645,Kinetik
0.88,133.898,1.63e-05,0.465,0.664,0.895,Kinetik
0.943,129.002,0.0,0.0736,0.696,0.832,Kinetik
0.865,128.992,0.0,0.0949,0.656,0.772,Kinetik
0.795,130.803,1.12e-05,0.0356,0.759,0.877,Kinetik
0.86,120.042,1.33e-06,0.361,0.702,0.829,Kinetik
0.89,134.994,0.000837,0.00111,0.715,0.891,Kinetik
0.771,119.982,0.0,0.548,0.684,0.539,Kinetik
0.761,121.999,0.0,0.192,0.815,0.82,Kinetik
0.839,100.017,0.0,0.129,0.735,0.609,Kinetik
0.859,110.969,7.39e-05,0.11,0.722,0.562,Kinetik
0.962,130.006,0.00239,0.517,0.832,0.359,Kinetik
0.972,130.012,0.0002,0.431,0.839,0.365,Kinetik
0.907,126.062,4.85e-05,0.655,0.82,0.834,Kinetik
0.942,132.028,2.01e-06,0.176,0.783,0.908,Kinetik
0.833,107.977,0.0,0.375,0.858,0.693,Kinetik
0.806,123.039,1.65e-06,0.376,0.768,0.925,Kinetik
0.835,110.962,8.23e-05,0.107,0.722,0.558,Kinetik
0.912,104.054,7.68e-05,0.155,0.725,0.674,Kinetik
0.801,139.894,1.03e-06,0.53,0.837,0.908,Kinetik
0.867,120.013,2.55e-06,0.0944,0.703,0.904,Kinetik
0.892,131.991,1.18e-06,0.228,0.79,0.896,Kinetik
0.961,108.014,0.0,0.163,0.737,0.567,Kinetik
0.948,111.028,2.51e-05,0.447,0.837,0.825,Kinetik
0.766,106.193,0.000104,0.122,0.781,0.798,Kinetik
0.921,113.3,0.0064,0.289,0.743,0.686,Kinetik
0.901,133.039,0.0254,0.231,0.731,0.944,Kinetik
0.864,122.016,0.0,0.0188,0.715,0.57,Kinetik
0.796,127.985,0.0,0.0495,0.691,0.541,Kinetik
0.859,101.007,6.18e-05,0.305,0.803,0.631,Kinetik
0.754,108.001,0.0,0.0166,0.833,0.65,Kinetik
0.959,129.009,0.0,0.36,0.714,0.775,Kinetik
0.797,102.142,3.97e-05,0.0148,0.656,0.859,Kinetik
0.867,129.987,4.98e-06,0.134,0.742,0.757,Kinetik
0.791,109.976,0.00187,0.228,0.852,0.955,Kinetik
0.781,100.017,0.0,0.341,0.774,0.469,Kinetik
0.783,112.503,3.31e-05,0.269,0.71,0.624,Kinetik
0.965,128.012,0.000867,0.0579,0.668,0.722,Kinetik
0.813,130.058,2.29e-05,0.388,0.792,0.868,Kinetik
0.903,102.009,0.00569,0.432,0.734,0.712,Kinetik
0.78,110.963,0.0,0.117,0.69,0.718,Kinetik
0.788,130.032,0.27,0.359,0.834,0.705,Kinetik
0.904,129.966,8.54e-05,0.163,0.78,0.664,Kinetik
0.848,127.034,0.00147,0.364,0.79,0.641,Kinetik
0.926,109.997,0.0,0.0948,0.66,0.731,Kinetik
0.914,136.032,2.62e-05,0.424,0.754,0.865,Kinetik
0.784,106.045,0.0,0.29,0.853,0.785,Kinetik
0.795,117.989,0.0,0.121,0.776,0.569,Kinetik
0.911,135.018,0.0,0.0281,0.761,0.463,Kinetik
0.945,109.014,7.26e-05,0.033,0.719,0.748,Kinetik
0.878,117.715,3.74e-06,0.255,0.73,0.762,Kinetik
0.857,126.005,1.17e-05,0.0588,0.737,0.817,Kinetik
0.805,135.528,1.46e-06,0.485,0.689,0.834,Kinetik
0.938,132.038,1.23e-06,0.245,0.791,0.85,Kinetik
0.843,103.994,0.00106,0.135,0.807,0.473,Kinetik
0.886,110.689,0.0,0.0896,0.772,0.762,Kinetik
0.795,104.988,0.000297,0.237,0.82,0.779,Kinetik
0.772,106.02,0.00627,0.046,0.76,0.683,Kinetik
0.771,105.976,0.00253,0.0277,0.678,0.462,Kinetik
0.795,104.61,3.16e-05,0.014,0.756,0.855,Kinetik
0.918,107.975,5.13e-06,0.0289,0.725,0.927,Kinetik
0.82,126.025,2.97e-05,0.0557,0.723,0.337,Kinetik
0.799,103.98,3.99e-05,0.0497,0.676,0.835,Kinetik
0.95,125.029,0.000345,0.0873,0.696,0.743,Kinetik
0.912,104.054,7.68e-05,0.155,0.725,0.674,Kinetik
0.864,101.961,0.0,0.136,0.769,0.699,Kinetik
0.94,117.008,0.000168,0.17,0.796,0.699,Kinetik
0.768,128.037,0.0129,0.54,0.809,0.565,Kinetik
0.866,119.992,0.0,0.0589,0.669,0.288,Kinetik
0.834,127.944,1.32e-06,0.0396,0.703,0.537,Kinetik
0.822,119.966,0.0,0.131,0.752,0.917,Kinetik
0.922,104.916,0.000156,0.419,0.769,0.634,Kinetik
0.834,100.997,1.28e-06,0.61,0.77,0.628,Kinetik
0.754,100.014,0.000142,0.386,0.823,0.973,Kinetik
0.969,134.983,0.0,0.154,0.77,0.692,Kinetik
0.848,123.02,9.16e-05,0.0787,0.724,0.781,Kinetik
0.946,130.99,0.0,0.128,0.708,0.477,Kinetik
0.915,123.877,0.0,0.286,0.771,0.659,Kinetik
0.763,120.078,0.000396,0.22,0.802,0.789,Kinetik
0.934,105.968,0.00284,0.118,0.774,0.882,Kinetik
0.796,103.033,5.12e-05,0.0362,0.765,0.76,Kinetik
0.908,106.993,3.23e-06,0.0605,0.765,0.891,Kinetik
0.755,123.962,1.09e-06,0.281,0.795,0.606,Kinetik
0.803,124.961,0.0,0.03,0.716,0.325,Kinetik
0.862,123.994,2.19e-05,0.037,0.791,0.592,Kinetik
0.86,120.042,1.33e-06,0.361,0.702,0.829,Kinetik
0.771,119.982,0.0,0.548,0.684,0.539,Kinetik
0.806,106.999,0.000669,0.382,0.801,0.802,Kinetik
0.882,102.04,0.0,0.0466,0.742,0.463,Kinetik
0.884,103.014,0.0,0.0561,0.695,0.914,Kinetik
0.861,120.048,0.0,0.0185,0.762,0.955,Kinetik
0.761,121.999,0.0,0.192,0.815,0.82,Kinetik
0.764,107.998,0.00294,0.0888,0.824,0.881,Kinetik
0.797,139.994,0.000745,0.0826,0.704,0.825,Kinetik
0.911,101.0,0.00081,0.0137,0.742,0.78,Kinetik
0.89,134.994,0.000837,0.00111,0.715,0.891,Kinetik
0.813,121.998,0.0,0.38,0.866,0.969,Kinetik
0.826,118.051,1.24e-05,0.0212,0.68,0.644,Kinetik
0.787,124.99,0.0,0.009,0.726,0.888,Kinetik
0.765,114.044,0.0,0.0112,0.746,0.737,Kinetik
0.935,125.971,0.00117,0.0488,0.768,0.8,Kinetik
0.935,125.971,0.00117,0.0488,0.768,0.8,Kinetik
0.825,102.977,0.0,0.00883,0.702,0.915,Kinetik
0.804,124.987,0.0,0.124,0.724,0.306,Kinetik
0.929,103.01,0.00648,0.0431,0.709,0.477,Kinetik
0.964,139.241,1.46e-05,0.0858,0.779,0.613,Kinetik
0.859,110.969,7.39e-05,0.11,0.722,0.562,Kinetik
0.85,122.991,0.000131,0.025,0.752,0.491,Kinetik
0.879,133.946,7.17e-06,0.0696,0.742,0.936,Kinetik
0.85,122.991,0.000131,0.025,0.752,0.491,Kinetik
0.85,122.991,0.000131,0.025,0.752,0.491,Kinetik
0.816,128.009,2.92e-06,0.0217,0.694,0.798,Kinetik
0.893,126.011,2.79e-05,0.0451,0.807,0.537,Kinetik
0.768,139.998,0.0,0.256,0.843,0.662,Kinetik
0.853,129.966,0.0,0.355,0.849,0.794,Kinetik
0.839,100.017,0.0,0.129,0.735,0.609,Kinetik
0.962,130.006,0.00239,0.517,0.832,0.359,Kinetik
0.892,127.974,0.0648,0.00114,0.738,0.683,Kinetik
0.902,129.024,0.00795,0.0161,0.673,0.618,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.825,102.977,0.0,0.00883,0.702,0.915,Kinetik
0.884,103.014,0.0,0.0561,0.695,0.914,Kinetik
0.825,102.977,0.0,0.00883,0.702,0.915,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.883,122.984,0.0,0.0512,0.692,0.614,Kinetik
0.87,109.974,1.43e-05,0.123,0.788,0.884,Kinetik
0.972,130.012,0.0002,0.431,0.839,0.365,Kinetik
0.787,130.018,0.000107,0.0452,0.813,0.326,Kinetik
0.942,132.028,2.01e-06,0.176,0.783,0.908,Kinetik
0.884,103.014,0.0,0.0561,0.695,0.914,Kinetik
0.825,102.977,0.0,0.00883,0.702,0.915,Kinetik
0.827,104.032,0.0,0.159,0.782,0.498,Kinetik
0.857,102.998,4.99e-05,0.0519,0.798,0.581,Kinetik
0.955,125.993,0.0,0.127,0.707,0.575,Kinetik
0.752,110.015,0.0,0.0188,0.743,0.545,Kinetik
0.955,125.993,0.0,0.127,0.707,0.575,Kinetik
0.782,104.983,4.86e-06,0.21,0.706,0.418,Kinetik
0.944,121.936,0.0,0.101,0.664,0.745,Kinetik
0.805,119.947,0.0,0.257,0.834,0.433,Kinetik
0.95,126.013,1.41e-05,0.191,0.789,0.746,Kinetik
0.907,126.062,4.85e-05,0.655,0.82,0.834,Kinetik
0.771,112.015,1.71e-05,0.00381,0.651,0.456,Kinetik
0.792,100.015,0.0,0.191,0.687,0.671,Kinetik
0.806,123.039,1.65e-06,0.376,0.768,0.925,Kinetik
0.835,110.962,8.23e-05,0.107,0.722,0.558,Kinetik
0.856,106.026,6.62e-05,0.0984,0.801,0.919,Kinetik
0.777,130.0,0.000478,0.105,0.73,0.575,Kinetik
0.833,107.977,0.0,0.375,0.858,0.693,Kinetik
0.927,101.019,0.0,0.0843,0.682,0.744,Kinetik
0.808,123.988,0.000127,0.0297,0.776,0.494,Kinetik
0.912,104.054,7.68e-05,0.155,0.725,0.674,Kinetik
0.834,103.012,0.00021,0.164,0.876,0.788,Kinetik
0.81,114.623,0.00251,0.00719,0.654,0.661,Kinetik
0.773,100.006,0.0,0.000901,0.658,0.66,Kinetik
0.773,100.006,0.0,0.000901,0.658,0.66,Kinetik
0.773,100.006,0.0,0.000901,0.658,0.66,Kinetik
0.773,100.006,0.0,0.000901,0.658,0.66,Kinetik
0.794,114.62,0.00134,0.00769,0.654,0.678,Kinetik
0.78,114.422,0.0351,0.0144,0.659,0.807,Kinetik
0.78,114.422,0.0351,0.0144,0.659,0.807,Kinetik
0.788,127.91,0.000502,0.0027,0.772,0.574,Kinetik
0.788,127.91,0.000502,0.0027,0.772,0.574,Kinetik
0.788,127.91,0.000583,0.0027,0.772,0.574,Kinetik
0.774,118.58,0.00202,0.0489,0.678,0.288,Kinetik
0.788,127.91,0.000502,0.0027,0.772,0.574,Kinetik
0.788,127.91,0.000502,0.0027,0.772,0.574,Kinetik
0.758,133.622,0.0294,0.0162,0.715,0.978,Kinetik
0.809,114.685,0.0143,0.00147,0.654,0.492,Kinetik
0.855,133.887,0.000576,0.109,0.728,0.971,Kinetik
0.967,129.766,0.000345,0.0289,0.72,0.977,Kinetik
0.884,124.869,2.49e-06,0.0606,0.654,0.966,Kinetik
0.862,126.902,1.72e-06,0.0858,0.685,0.96,Kinetik
0.94,120.799,0.00364,0.0821,0.663,0.658,Kinetik
0.862,107.343,0.00317,0.331,0.691,0.909,Kinetik
0.845,107.523,0.000586,0.403,0.7,0.81,Kinetik
0.773,100.006,0.0,0.000901,0.658,0.66,Kinetik
0.869,127.982,3.14e-06,0.00373,0.713,0.377,Kinetik
0.87,135.685,0.0,0.651,0.801,0.963,Kinetik
0.796,123.951,7.54e-05,0.038,0.663,0.758,Kinetik
0.806,118.032,0.000548,0.125,0.683,0.962,Kinetik
0.845,111.482,0.000915,0.0973,0.689,0.853,Kinetik
0.826,120.862,0.0,0.0722,0.663,0.927,Kinetik
0.816,127.973,0.00196,0.00103,0.795,0.599,Kinetik
0.792,100.015,0.0,0.191,0.687,0.671,Kinetik
0.774,119.966,0.0127,0.121,0.912,0.632,Kinetik
0.862,123.994,2.19e-05,0.037,0.791,0.592,Kinetik
0.837,103.072,0.0,0.0172,0.743,0.263,Kinetik
0.852,124.023,8.63e-06,0.0319,0.753,0.586,Kinetik
0.837,103.072,0.0,0.0172,0.743,0.263,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.792,100.011,0.0,0.191,0.687,0.671,Kinetik
0.913,119.986,3.69e-05,0.093,0.818,0.536,Kinetik
0.795,104.066,1.21e-06,0.498,0.736,0.511,Kinetik
0.868,122.003,0.00169,0.0392,0.738,0.336,Kinetik
0.768,123.07,4.91e-06,0.0119,0.781,0.486,Kinetik
0.924,127.937,0.00703,0.000972,0.707,0.919,Kinetik
0.859,124.948,0.0645,0.479,0.733,0.52,Kinetik
0.869,124.989,0.0,0.41,0.695,0.58,Kinetik
0.871,125.94,0.0,0.134,0.709,0.667,Kinetik
0.871,125.94,0.0,0.134,0.709,0.667,Kinetik
0.776,115.034,0.000189,0.00388,0.67,0.624,Kinetik
0.774,123.981,0.0101,0.445,0.794,0.674,Kinetik
0.761,123.954,0.00122,0.162,0.726,0.558,Kinetik
0.818,123.003,2.81e-05,0.232,0.849,0.817,Kinetik
0.883,127.961,0.0,0.0288,0.699,0.499,Kinetik
0.963,125.961,0.0169,0.00477,0.703,0.0301,Kinetik
0.892,126.03,7.11e-06,0.0577,0.686,0.752,Kinetik
0.96,124.01,0.00199,0.0514,0.733,0.811,Kinetik
0.785,102.987,0.00135,0.0934,0.733,0.796,Kinetik
0.776,115.034,0.000189,0.00388,0.67,0.624,Kinetik
0.776,115.034,0.000189,0.00388,0.67,0.624,Kinetik
0.771,110.048,0.0,0.045,0.723,0.533,Kinetik
0.813,121.988,0.00147,0.0718,0.694,0.233,Kinetik
0.813,121.988,0.00147,0.0718,0.694,0.233,Kinetik
0.883,127.961,0.0,0.0288,0.699,0.499,Kinetik
0.815,119.969,0.000119,0.0629,0.694,0.319,Kinetik
0.776,115.034,0.000184,0.00388,0.67,0.624,Kinetik
0.887,122.015,0.000503,0.016,0.807,0.606,Kinetik
0.866,128.027,0.0537,0.0107,0.744,0.302,Kinetik
0.783,119.995,0.0,0.045,0.651,0.311,Kinetik
0.845,124.02,1.16e-06,0.0465,0.695,0.456,Kinetik
0.822,124.001,0.00202,0.000837,0.661,0.476,Kinetik
0.871,124.039,2.11e-06,0.0201,0.722,0.509,Kinetik
0.871,124.039,2.11e-06,0.0201,0.722,0.509,Kinetik
0.8,120.012,0.0661,0.011,0.75,0.569,Kinetik
0.912,126.023,0.000443,0.0272,0.727,0.671,Kinetik
0.798,103.54,0.104,0.0713,0.683,0.133,Kinetik
0.788,118.039,0.0,0.0703,0.729,0.857,Kinetik
0.804,125.007,0.0,0.00308,0.758,0.614,Kinetik
0.822,118.092,0.000175,0.0698,0.727,0.855,Kinetik
0.76,122.895,1.11e-05,0.0382,0.681,0.548,Kinetik
0.908,125.984,0.0976,0.00839,0.873,0.904,Kinetik
0.9,124.029,0.00103,0.185,0.727,0.452,Kinetik
0.985,127.99,6.86e-06,0.0205,0.801,0.72,Kinetik
0.783,119.995,0.0,0.045,0.651,0.311,Kinetik
0.832,139.901,0.05,0.00642,0.777,0.777,Kinetik
0.832,139.917,0.0508,0.00632,0.777,0.775,Kinetik
0.904,121.03,0.000164,0.00861,0.731,0.328,Kinetik
0.867,126.031,0.134,0.000611,0.681,0.454,Kinetik
0.874,127.985,0.000412,0.00262,0.725,0.748,Kinetik
0.891,126.012,0.0,0.00415,0.712,0.735,Kinetik
0.898,126.051,0.0,0.152,0.651,0.599,Kinetik
0.794,126.036,0.00946,0.0497,0.757,0.453,Kinetik
0.904,121.03,0.000164,0.00861,0.731,0.328,Kinetik
0.76,114.008,5.05e-05,0.405,0.762,0.256,Kinetik
0.882,128.016,0.00771,0.00777,0.71,0.875,Kinetik
0.801,121.965,2.46e-05,0.00598,0.743,0.381,Kinetik
0.772,125.001,0.0,0.157,0.713,0.523,Kinetik
0.786,102.999,0.0013,0.0931,0.733,0.786,Kinetik
0.922,127.999,0.0274,0.0361,0.832,0.716,Kinetik
0.766,123.046,5.63e-05,0.189,0.682,0.623,Kinetik
0.926,125.033,0.0144,0.0124,0.738,0.419,Kinetik
0.943,127.976,0.0,0.0698,0.76,0.686,Kinetik
0.786,122.946,0.0,0.144,0.655,0.374,Kinetik
0.948,129.968,0.0206,0.000732,0.715,0.165,Kinetik
0.798,119.017,0.000678,0.00248,0.714,0.659,Kinetik
0.817,120.013,0.37,0.000118,0.663,0.113,Kinetik
0.853,124.014,0.000268,0.00812,0.716,0.593,Kinetik
0.777,124.001,1.32e-05,0.12,0.693,0.138,Kinetik
0.876,128.064,0.0922,0.04,0.653,0.16,Kinetik
0.866,124.008,0.0,0.0243,0.701,0.327,Kinetik
0.807,126.024,0.00284,0.00155,0.678,0.271,Kinetik
0.798,120.01,1.24e-05,0.0288,0.693,0.286,Kinetik
0.886,128.062,6.24e-05,0.0469,0.665,0.53,Kinetik
0.884,128.029,3.7e-05,0.014,0.662,0.484,Kinetik
0.894,122.031,1.05e-05,0.0181,0.706,0.475,Kinetik
0.948,103.142,0.000357,0.0103,0.71,0.432,Kinetik
0.873,124.995,0.151,0.00867,0.748,0.348,Kinetik
0.924,129.932,0.395,0.0381,0.667,0.339,Kinetik
0.771,110.048,0.0,0.045,0.723,0.533,Kinetik
0.924,125.983,3.8e-06,0.00828,0.691,0.34,Kinetik
0.904,121.03,0.000164,0.00861,0.731,0.328,Kinetik
0.914,121.994,5.97e-05,0.0271,0.702,0.623,Kinetik
0.951,128.061,0.133,0.0074,0.652,0.37,Kinetik
0.826,122.084,0.103,0.0614,0.817,0.386,Kinetik
0.923,127.952,0.00826,0.000927,0.7,0.904,Kinetik
0.913,135.022,0.0671,0.0874,0.707,0.709,Kinetik
0.819,124.01,5.61e-05,0.0776,0.677,0.529,Kinetik
0.989,127.971,0.0515,0.00283,0.746,0.0499,Kinetik
0.892,124.029,0.000141,0.0891,0.755,0.488,Kinetik
0.76,122.895,1.11e-05,0.0382,0.681,0.548,Kinetik
0.781,127.919,0.0,0.00575,0.664,0.343,Kinetik
0.883,109.982,2.45e-05,0.318,0.691,0.606,Kinetik
0.935,121.999,0.458,0.571,0.681,0.0584,Kinetik
0.966,128.033,0.0564,0.000642,0.736,0.0751,Kinetik
0.814,125.965,0.328,0.00033,0.819,0.464,Kinetik
0.831,124.025,0.00546,0.0601,0.724,0.319,Kinetik
0.752,123.97,0.000468,0.251,0.717,0.14,Kinetik
0.81,109.055,0.0,0.426,0.698,0.678,Kinetik
0.871,125.94,0.0,0.134,0.709,0.667,Kinetik
0.861,124.045,0.00684,0.18,0.682,0.392,Kinetik
0.853,114.604,0.0,0.184,0.715,0.691,Kinetik
0.916,132.008,0.0232,0.00262,0.663,0.307,Kinetik
0.783,119.995,0.0,0.045,0.651,0.311,Kinetik
0.832,126.001,0.000182,0.0489,0.747,0.335,Kinetik
0.823,127.903,0.0,0.0607,0.667,0.35,Kinetik
0.964,125.984,0.000334,0.0612,0.766,0.612,Kinetik
0.802,128.06,0.000106,0.0214,0.652,0.627,Kinetik
0.795,113.922,0.0,0.0459,0.762,0.588,Kinetik
0.802,123.008,0.396,0.00221,0.701,0.154,Kinetik
0.781,126.004,1.78e-06,0.0171,0.72,0.349,Kinetik
0.839,125.004,0.00294,0.00324,0.653,0.334,Kinetik
0.936,128.012,0.00556,0.00333,0.68,0.207,Kinetik
0.822,123.984,0.000134,0.00677,0.689,0.673,Kinetik
0.939,126.984,0.31,0.0607,0.748,0.398,Kinetik
0.759,128.041,0.207,0.0573,0.736,0.485,Kinetik
0.852,123.889,6.59e-05,0.0972,0.679,0.393,Kinetik
0.85,123.992,0.111,0.00569,0.744,0.211,Kinetik
0.859,125.969,0.423,0.0112,0.725,0.4,Kinetik
0.948,134.085,0.336,0.0212,0.759,0.181,Kinetik
0.758,120.001,0.289,0.097,0.701,0.249,Kinetik
0.946,125.991,0.463,0.00193,0.67,0.0792,Kinetik
0.963,128.01,0.126,0.000329,0.733,0.0689,Kinetik
0.91,122.022,0.183,0.203,0.696,0.403,Kinetik
0.856,124.041,0.199,0.0134,0.669,0.335,Kinetik
0.929,125.03,1.11e-05,0.00237,0.736,0.658,Kinetik
0.908,125.981,0.0891,0.00839,0.874,0.905,Kinetik
0.78,126.07,0.00183,0.00733,0.69,0.238,Kinetik
0.757,122.011,0.000939,0.194,0.864,0.554,Kinetik
0.813,128.013,0.00146,0.0854,0.718,0.234,Kinetik
0.938,124.956,0.00936,0.049,0.651,0.365,Kinetik
0.958,127.939,2.23e-06,0.104,0.777,0.831,Kinetik
0.858,124.981,0.012,0.0999,0.739,0.518,Kinetik
0.814,125.965,0.328,0.00033,0.819,0.464,Kinetik
0.846,115.002,0.0,0.0026,0.718,0.407,Kinetik
0.877,127.992,0.181,0.00365,0.725,0.411,Kinetik
0.777,117.015,0.0,0.0318,0.722,0.397,Kinetik
0.903,129.998,0.00255,0.000788,0.686,0.0391,Kinetik
0.972,127.999,0.344,0.0153,0.665,0.165,Kinetik
0.797,123.976,4.67e-05,0.0171,0.678,0.54,Kinetik
0.891,128.065,6.48e-06,0.0249,0.75,0.553,Kinetik
0.763,123.988,0.0,0.00556,0.675,0.371,Kinetik
0.807,137.976,0.00936,0.00231,0.685,0.149,Kinetik
0.783,128.075,0.168,0.00235,0.731,0.412,Kinetik
0.812,124.024,0.00114,0.223,0.768,0.814,Kinetik
0.852,124.969,1.49e-06,0.464,0.688,0.519,Kinetik
0.893,128.017,8.48e-06,0.00743,0.698,0.563,Kinetik
0.902,104.979,5.01e-06,0.016,0.685,0.472,Kinetik
0.963,127.941,0.493,0.0334,0.779,0.759,Kinetik
0.835,107.971,0.000221,0.141,0.783,0.586,Kinetik
0.865,125.955,2.03e-06,0.243,0.704,0.422,Kinetik
0.936,128.002,0.0759,0.00515,0.719,0.294,Kinetik
0.861,131.984,0.0,0.00577,0.667,0.266,Kinetik
0.893,128.017,8.48e-06,0.00743,0.698,0.563,Kinetik
0.846,127.012,0.0,0.041,0.698,0.11,Kinetik
0.776,121.948,0.216,0.0184,0.703,0.209,Kinetik
0.78,120.982,2.04e-06,0.0251,0.736,0.186,Kinetik
0.835,110.03,0.0,0.222,0.742,0.664,Kinetik
0.896,125.021,7.26e-05,0.314,0.748,0.559,Kinetik
0.824,111.988,0.00752,0.00507,0.788,0.7,Kinetik
0.845,123.014,0.0639,0.0116,0.692,0.158,Kinetik
0.916,126.006,0.193,0.00127,0.78,0.426,Kinetik
0.869,124.015,0.000276,0.00266,0.728,0.323,Kinetik
0.874,126.098,3.44e-06,0.0198,0.669,0.564,Kinetik
0.915,121.996,0.413,0.00102,0.681,0.109,Kinetik
0.896,115.998,0.0169,0.0311,0.738,0.368,Kinetik
0.839,127.992,0.181,0.00645,0.667,0.0389,Kinetik
0.856,129.928,0.0,0.517,0.654,0.574,Kinetik
0.853,119.958,2.62e-06,0.0565,0.763,0.501,Kinetik
0.9,117.997,0.381,0.0551,0.672,0.0386,Kinetik
0.794,123.955,3.67e-05,0.0198,0.749,0.385,Kinetik
0.88,126.002,0.00386,0.0245,0.718,0.927,Kinetik
0.952,127.936,3.79e-06,0.0586,0.673,0.624,Kinetik
0.832,139.913,0.0495,0.0064,0.775,0.76,Kinetik
0.87,125.008,0.0927,0.00975,0.715,0.305,Kinetik
0.874,119.85,1.77e-06,0.169,0.654,0.542,Kinetik
0.913,125.992,0.000346,0.0784,0.652,0.595,Kinetik
0.809,124.049,0.445,0.00545,0.737,0.589,Kinetik
0.86,121.005,0.00756,0.497,0.677,0.463,Kinetik
0.805,126.131,0.426,0.0136,0.81,0.753,Kinetik
